year,month,illnesses,deaths,hospitalizations,state,genus_species,contaminated_ingredient,serotype_or_genotype,etiology_status,location_of_preparation,food_vehicle
1999,1,27,,,Washington,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,unspecified fruit
2006,12,10,,,Maine,Norovirus Genogroup I,,,Confirmed,Long-term care/nursing home/assisted living facility,
2011,11,9,0,0,California,Norovirus unknown,,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",
2012,1,2,0,0,California,,,,,Restaurant - Sit-down dining,burrito (bean & cheese)
1998,6,13,,,Colorado,Clostridium perfringens,beef,,Suspected,Private home/residence,"beef, bbq"
2009,3,8,0,0,Idaho,Clostridium perfringens,,,Confirmed,Private home/residence,"chicken, other"
2010,10,32,0,1,Colorado,Norovirus unknown,,,Suspected,Long-term care/nursing home/assisted living facility,
2004,1,7,0,0,Maine,,,,,Restaurant - other or unknown type,"pizza, unspecified"
1999,6,3,,1,Florida,,,,,Restaurant - other or unknown type,"pizza, unspecified"
2013,11,4,0,0,Florida,Norovirus unknown,"bread, white; ham; salami, pork; pepperroni",,Suspected,Restaurant - Sit-down dining,italian submarine sandwich
2000,8,4,0,1,California,Salmonella enterica,,Heidelberg,Confirmed,Private home/residence,"liver, chicken"
2001,5,6,0,1,Connecticut,Salmonella enterica,,Enteritidis,Confirmed,Restaurant - other or unknown type,"ribs, beef"
2004,3,2,,,Florida,Staphylococcus aureus,,,Suspected,Restaurant - other or unknown type,tuna salad
2014,5,25,0,2,Virginia,Norovirus Genogroup I,,unknown,Suspected,Caterer (food prepared off-site from where served),
2000,5,34,0,,Alabama,Staphylococcus aureus,sauces/ dressings,,Confirmed,Religious facility,"pork, bbq"
2004,6,24,0,0,Hawaii,Norovirus Genogroup I,,,Confirmed,Restaurant - other or unknown type,"oysters, raw"
2014,4,5,0,0,California,Salmonella enterica,,Agona,Confirmed,Private home/residence; Grocery store,pork; pork
2008,6,3,0,0,Nevada,Norovirus Genogroup I,,,Confirmed,Restaurant - other or unknown type,
2006,7,54,0,0,Hawaii,Norovirus Genogroup I,,,Confirmed,Camp,
1998,6,4,,,New York,,,,,Private home/residence,
2005,6,12,0,0,Kansas,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,chicken and noodles; pre-packaged salad
2009,8,14,0,0,California,,,,,Restaurant - Sit-down dining,
2002,11,29,0,3,Minnesota,Salmonella enterica,,Typhimurium,Confirmed,Restaurant - other or unknown type,
2014,11,19,0,2,Washington,Campylobacter,,,Confirmed,Long-term care/nursing home/assisted living facility,turkey
2001,10,30,,,Ohio,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type; Private home/residence,
2003,6,47,,,Washington DC,Norovirus Genogroup I,,,Confirmed,Caterer (food prepared off-site from where served),"pastry, paris-brest; tomato, basil and mozzarella salad"
2015,12,8,0,0,Colorado,Other - Bacterium,,,Suspected,Banquet Facility (food prepared and served on-site),
2001,9,4,0,0,Kentucky,,,,,Restaurant - other or unknown type,
2013,5,33,0,0,New York,,,,,Caterer (food prepared off-site from where served),
2002,11,4,0,0,Florida,Staphylococcus aureus,crustacean,,Suspected,Restaurant - other or unknown type,crab salad
2004,2,24,0,0,Florida,Clostridium perfringens,,,Suspected,Caterer (food prepared off-site from where served),"roast beef, unspecified; plantains, unspecified"
2013,11,4,0,1,South Carolina,Ciguatoxin,"fish,other",,Confirmed,,"fish, lionfish"
2002,9,30,0,0,California,Clostridium perfringens; Bacillus cereus,,,Suspected; Suspected,Caterer (food prepared off-site from where served),"sausage, unspecified"
2006,7,7,0,0,Mississippi,Norovirus unknown,,,Suspected,Restaurant - other or unknown type,
2010,6,6,0,0,Pennsylvania,Bacillus cereus,"rice, white",,Confirmed,Restaurant - Sit-down dining,"rice, white; noodles, wonton"
2000,12,2,,,Michigan,,,,,Restaurant - other or unknown type,"ground beef, hamburger; caesar salad"
2002,5,6,0,0,Illinois,,,,,Restaurant - other or unknown type,
2001,6,8,0,1,Colorado,Salmonella enterica,,Newport,Confirmed,Private home/residence,potato salad
1999,8,7,0,0,California,,,,,Restaurant - other or unknown type,
2008,10,7,0,0,Minnesota,Norovirus Genogroup II,,unknown,Confirmed,Restaurant - other or unknown type,lettuce-based salads unspecified
2014,12,22,0,0,Florida,Norovirus Genogroup I,,unknown,Confirmed,Restaurant - other or unknown type,cheese and crackers
2001,3,7,0,0,Michigan,,,,,Restaurant - other or unknown type,
2001,4,22,0,1,California,Norovirus Genogroup I,,,Confirmed,Long-term care/nursing home/assisted living facility; Other (describe in remarks),
2004,7,2,0,1,Hawaii,Scombroid toxin,fin fish,,Confirmed,Restaurant - other or unknown type,"fish, ahi"
2001,5,2,0,0,Ohio,Staphylococcus aureus; Bacillus cereus,,,Suspected; Suspected,Restaurant - other or unknown type,
2007,1,10,0,0,Kansas,,,,,Restaurant - other or unknown type,
2000,10,21,0,7,California,Salmonella enterica,,Typhimurium var Cope,Confirmed,,
2004,4,49,0,0,Colorado,Norovirus Genogroup I,,,Confirmed,Long-term care/nursing home/assisted living facility,
1998,6,2,0,0,Washington,,,,,Restaurant - other or unknown type,
2015,5,27,0,0,New York,,,,,Restaurant - Sit-down dining,"clams, razor"
2005,3,2,0,0,Oregon,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,
2002,10,41,,,California,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),
1998,12,3,0,0,Florida,,,,,Restaurant - other or unknown type,"salad, unspecified"
2014,11,2,0,0,Kansas,,,,,Restaurant - Sit-down dining,
2002,4,4,0,0,Illinois,,,,,Restaurant - other or unknown type,
2007,10,2,0,0,Ohio,,,,,Restaurant - other or unknown type; Other (describe in remarks),
2002,4,4,0,0,California,Clostridium perfringens; Bacillus cereus,,,Suspected; Suspected,Restaurant - other or unknown type,
2003,1,19,0,0,Michigan,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,
2006,11,2,0,0,California,,,,,Restaurant - other or unknown type,
2011,2,5,0,0,Ohio,,,,,Restaurant - Sit-down dining,
2001,12,8,,,Illinois,,,,,Restaurant - other or unknown type,
2003,11,2,,,Florida,,,,,Restaurant - other or unknown type,"steak, sirloin; lettuce-based salads unspecified"
1998,3,2,0,0,Florida,,,,,Restaurant - other or unknown type,"steak, other"
2009,11,105,0,0,Ohio,,,,,Private home/residence; Religious facility,turkey; gravy
2003,11,4,0,0,Hawaii,Norovirus Genogroup I,,,Confirmed,Other (describe in remarks),
2005,8,4,0,0,California,Other - Bacterium,,,Suspected,Other (describe in remarks),"salad, unspecified; corn"
2001,11,4,,,Florida,,,,,Restaurant - other or unknown type,"chicken, nuggets/fingers"
2002,2,5,0,0,Maryland,Norovirus Genogroup II,,unknown,Confirmed,Grocery store,
2013,10,11,0,0,Illinois,,,,,Caterer (food prepared off-site from where served),
2005,5,8,0,0,Arkansas,Salmonella enterica,chicken,Enteritidis,Confirmed,Restaurant - other or unknown type,"chicken, grilled"
2010,8,4,0,0,Wisconsin,Clostridium perfringens,,,Suspected,,
2010,4,155,0,19,Multistate,Salmonella enterica; Salmonella enterica,,Hartford; Baildon,Confirmed; Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",
2008,9,3,0,,Ohio,,,,,Private home/residence,ground beef
2014,3,5,0,4,New Jersey,Salmonella enterica,,Enteritidis,Confirmed,Restaurant - Sit-down dining,mangu
1998,3,3,0,0,Florida,,,,,Restaurant - other or unknown type,
2008,11,15,0,1,Pennsylvania,Salmonella enterica,,Enteritidis,Confirmed,Private home/residence,"egg-containing food, other"
2008,12,4,0,1,Arkansas,Salmonella enterica,,Newport,Suspected,Private home/residence,"turkey, roasted"
2002,4,26,0,2,Tennessee,"Escherichia coli, Shiga toxin-producing",,O157:H7,Confirmed,Restaurant - other or unknown type; Private home/residence; Grocery store,
2004,1,3,0,0,Illinois,,,,,Restaurant - other or unknown type,
2003,6,2,0,0,Florida,Ciguatoxin,,,Confirmed,Private home/residence,"fish, amberjack"
2007,5,15,0,0,Ohio,,,,,Restaurant - other or unknown type,"sandwich, submarine"
2007,3,26,,,Florida,Norovirus Genogroup I,,,Suspected,Caterer (food prepared off-site from where served),pasta salad
2005,11,48,,,New Jersey,Norovirus unknown,,,Suspected,Restaurant - other or unknown type; Other (describe in remarks),buffet
2003,10,3,,,Florida,,,,,Restaurant - other or unknown type,"salmon, raw; sushi, unspecified"
2012,2,9,0,0,Wisconsin,Norovirus Genogroup II,,GII_4 New Orleans (2009),Confirmed,Private home/residence,"cake, ice cream"
2006,1,121,,,Massachusetts,Norovirus unknown,,,Confirmed,School/college/university,
2006,4,5,0,0,California,Clostridium perfringens; Bacillus cereus,,,Suspected; Suspected,Restaurant - other or unknown type,"chicken, other"
1999,7,4,0,0,Maryland,,,,,Restaurant - other or unknown type,
1999,10,2,0,0,Michigan,,,,,Restaurant - other or unknown type,
2014,4,2,2,2,New York,Listeria monocytogenes,,,Confirmed,Long-term care/nursing home/assisted living facility,
2015,10,2,0,0,Ohio,Norovirus,,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",
2007,5,5,0,0,Kansas,,,,,Restaurant - other or unknown type,
2010,10,12,0,0,Colorado,Norovirus unknown,peppers; celery,,Confirmed,Caterer (food prepared off-site from where served),"peppers, bell; ranch dressing; celery, unspecified"
2006,5,24,0,0,Idaho,Norovirus unknown,,,Confirmed,Restaurant - other or unknown type,"lettuce, unspecified"
1998,1,34,0,0,Wisconsin,Clostridium perfringens,,,Confirmed,Caterer (food prepared off-site from where served),"beef, unspecified"
2012,10,7,0,0,Oregon,Norovirus Genogroup II,,GII_6,Suspected,,
2001,12,7,0,1,Virginia,,,,,Restaurant - other or unknown type,
2005,10,4,0,2,New York,Mycotoxins,fungus,,Confirmed,Private home/residence,mushrooms
2003,3,29,,,Florida,Salmonella enterica,,,Suspected,Restaurant - other or unknown type,ranch dressing
1999,11,79,,,Multistate,Salmonella enterica,"fruit, unspecified",Newport,Confirmed,Other (describe in remarks),"mango, unspecified"
2014,3,2,0,0,Michigan,,,,,Unknown,
2005,6,3,,,Hawaii,Scombroid toxin,fin fish,,Confirmed,Unknown,"fish, ahi"
1998,6,2,0,0,Florida,,,,,Restaurant - other or unknown type,"fish, stuffed flounder"
2001,1,4,0,0,Minnesota,Norovirus Genogroup I,,,Confirmed,Restaurant - other or unknown type,
2005,10,9,0,0,Maryland,,,,,Other (describe in remarks),
2007,1,33,0,0,Florida,,,,,Restaurant - other or unknown type,"chicken, roasted"
2014,6,52,0,0,West Virginia,Bacillus cereus,,,Confirmed,Restaurant - Sit-down dining,cheese dip
2010,5,3,0,1,Indiana,Salmonella enterica,,Typhimurium,Suspected,,
2001,3,33,,,Florida,,,,,Caterer (food prepared off-site from where served),"melon, unspecified"
2002,6,50,0,,California,Norovirus Genogroup I,,,Confirmed,Camp,
2007,7,26,0,0,New York,,,,,Restaurant - other or unknown type,fritatta
2007,5,98,0,0,Pennsylvania,Norovirus Genogroup I,,GI_1,Confirmed,Prison/jail,"chicken; sandwich, chicken; ham, other; mixed vegetables, carrots and celery"
1998,7,2,0,0,Washington,Vibrio parahaemolyticus,,,Confirmed,,
2002,6,14,,,New York,Cyclospora cayatenensis,,,Confirmed,Caterer (food prepared off-site from where served); Hospital,"gravy, unspecified"
2008,6,3,0,0,Arizona,,,,,Restaurant - other or unknown type,
2000,12,2,0,0,Florida,,beef,,,Restaurant - other or unknown type,"spaghetti, unspecified; ground beef, meatballs"
2014,11,7,0,0,New York,Norovirus Genogroup II,,,Suspected,Restaurant - Sit-down dining,
2006,11,4,0,0,Florida,Bacillus cereus,,,Suspected,Restaurant - other or unknown type,"rice, spanish"
1998,10,24,,,Maryland,Clostridium perfringens,,,Confirmed,Restaurant - other or unknown type,"beef, unspecified"
2007,9,7,,,Michigan,,,,,,
2003,6,44,,,Washington DC,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type; Private home/residence; Caterer (food prepared off-site from where served),"onion, tart; mixed vegetables, unspecified; green salad"
2003,4,9,0,0,Tennessee,Staphylococcus aureus,,,Suspected,Office/indoor workplace,
2002,11,31,,,Washington,Norovirus Genogroup I,,,Suspected,Private home/residence,
2013,8,2,0,0,Ohio,,,,,Restaurant - Sit-down dining,
1999,5,3,,,Maryland,,,,,Restaurant - other or unknown type,
2008,3,5,0,0,Illinois,,,,,Restaurant - other or unknown type,
2003,10,5,0,2,Oregon,Salmonella enterica,,Oranienburg,Confirmed,Other (describe in remarks),
2003,7,13,0,0,Maryland,,,,,Restaurant - other or unknown type,"rice, unspecified; beans, unspecified"
2007,12,2,0,0,Puerto Rico,,,,,,
2004,8,20,1,1,Georgia,Clostridium perfringens,beef,,Suspected,Caterer (food prepared off-site from where served),"roast beef, other"
2005,8,31,0,0,Illinois,Norovirus Genogroup I,,,Confirmed,School/college/university,
2015,5,5,0,0,Minnesota,Other - Chemical/Toxin,,,Suspected,Grocery store,
2013,1,2,0,0,Florida,,oysters,,,Restaurant - Sit-down dining,"oysters, raw"
2014,6,8,0,0,Massachusetts,Norovirus Genogroup I,,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",salads
2008,5,25,0,0,North Carolina,Shigella sonnei,,,Confirmed,,
2004,7,3,0,0,Illinois,,,,,Restaurant - other or unknown type,
2007,5,13,0,0,Wisconsin,Norovirus Genogroup II,,unknown,Confirmed,Caterer (food prepared off-site from where served),"onion, unspecified"
2002,6,2,,1,Florida,Shigella sonnei,,,Confirmed,Restaurant - other or unknown type,"shrimp, fried; house salad"
2005,7,25,0,2,Wisconsin,Norovirus Genogroup I,,,Confirmed,Caterer (food prepared off-site from where served),"pork, roasted"
2001,6,2,,,Florida,,,,,Restaurant - other or unknown type,"sandwich, turkey"
2001,12,4,,,Florida,Other - Chemical/Toxin,,,Suspected,Restaurant - other or unknown type,"cake, chocolate"
2014,1,8,0,0,Ohio,Norovirus Genogroup I,,GI_6,Confirmed,Restaurant - Sit-down dining,
2004,9,2,0,0,Alabama,,,,,Restaurant - other or unknown type,"shrimp, unspecified"
2014,3,14,0,0,New Jersey,Norovirus Genogroup I,,,Confirmed,Restaurant - Sit-down dining,
2006,12,25,,,Maine,,,,,,
2008,1,12,0,0,Oregon,Norovirus Genogroup II,,unknown,Confirmed,Restaurant - other or unknown type,caesar salad
2003,12,9,0,0,Minnesota,,,,,Restaurant - other or unknown type,"tuna, unspecified"
2014,4,8,0,2,Alabama,Salmonella enterica,,Enteritidis,Confirmed,Private home/residence; Religious facility,
1998,12,12,0,0,Wisconsin,,,,,Restaurant - other or unknown type,
2013,1,5,0,0,New York,,,,,Restaurant - Sit-down dining,
2006,3,25,0,0,Tennessee,Norovirus Genogroup II,,unknown,Confirmed,Camp,
2001,3,93,1,18,Louisiana,Salmonella enterica,,Heidelberg,Confirmed,Restaurant - other or unknown type,"macaroni and cheese; ground beef, other; peppers, green"
2002,1,2,,,Florida,Staphylococcus aureus,,,Suspected,Restaurant - other or unknown type,"sandwich, turkey"
2015,12,2,0,0,Florida,,,,,Restaurant - Sit-down dining,
2004,2,11,0,2,New York,Salmonella enterica,,Thompson,Confirmed,Restaurant - other or unknown type; Private home/residence,
2006,3,6,0,0,California,Other - Bacterium,,,Suspected,Restaurant - other or unknown type,taco meat
2002,6,2,0,1,Florida,Vibrio parahaemolyticus,,,Confirmed,Restaurant - other or unknown type,"mussels, unspecified"
2006,11,13,0,5,Arizona,Salmonella enterica,,Heidelberg,Confirmed,Restaurant - other or unknown type; Private home/residence,"eggs, over-easy"
1998,1,2,0,,Maryland,,,,,Restaurant - other or unknown type,
2008,9,2,0,0,California,Bacillus cereus,,,Suspected,Restaurant - other or unknown type,
2011,5,2,0,2,Idaho,"Escherichia coli, Shiga toxin-producing",,O121:H19,Confirmed,Private home/residence,
1998,12,26,,,Michigan,,,,,Restaurant - other or unknown type,"pasta, unspecified; pizza, unspecified"
2008,6,3,0,0,Kansas,,,,,Restaurant - other or unknown type,
2013,4,333,0,50,Nevada,Salmonella enterica,,"I 4,[5],12:i:-",Confirmed,Restaurant - Sit-down dining,"sausage, pork"
2012,2,103,0,2,New York,Norovirus Genogroup II,,GII_4 New Orleans (2009),Confirmed,Restaurant - Sit-down dining,"antipasto; salad, unspecified; ice; water; pizza, unspecified"
2004,8,3,0,0,Illinois,,,,,Restaurant - other or unknown type,
2006,3,3,,,Ohio,Other - Chemical/Toxin,,,Suspected,Private home/residence,coffee
2004,8,13,,,Ohio,,,,,Restaurant - other or unknown type,
2000,6,8,,,Colorado,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,"sandwich, turkey; sandwich, roast beef"
2011,10,35,0,1,Georgia,Salmonella enterica,,Heidelberg,Confirmed,Prison/jail,
2001,5,2,,,Florida,,,,,Restaurant - other or unknown type,
1999,10,5,,0,Washington,,,,,Restaurant - other or unknown type,
2005,4,6,,,Virginia,Norovirus unknown,leafy green,,Suspected,Restaurant - other or unknown type,"salad, unspecified"
2001,10,36,0,0,South Carolina,Norovirus Genogroup I,,,Suspected,Camp,
2008,12,27,0,0,Minnesota,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,vegetable tray; chicken salad
2000,1,19,0,0,Pennsylvania,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,"water; pickles, unspecified"
2001,12,6,0,0,Minnesota,Norovirus Genogroup I,,,Confirmed,Restaurant - other or unknown type,multiple foods
2006,9,6,0,0,Arizona,Norovirus Genogroup I,,unknown,Confirmed,Restaurant - other or unknown type,
2000,8,8,0,0,Oklahoma,Salmonella enterica,chicken,Newport,Confirmed,Restaurant - other or unknown type,"chicken, fried"
2006,9,5,0,4,Colorado,Campylobacter unknown,milk,,Confirmed,Other (describe in remarks),"whole milk, unpasteurized"
2004,12,100,,2,New Jersey,Norovirus Genogroup I,,,Suspected,Private home/residence; Grocery store,
2008,2,7,0,3,Minnesota,Salmonella enterica,,Enteritidis,Confirmed,Private home/residence,"chicken, cordon bleu"
2007,9,3,0,0,California,,,,,Restaurant - other or unknown type,
1998,7,4,0,0,Ohio,Salmonella enterica,,Enteritidis,Confirmed,Private home/residence,"eggs, unspecified"
2002,10,10,,,California,Other - Bacterium,,,Suspected,Restaurant - other or unknown type,
2004,2,6,0,0,Ohio,,,,,Restaurant - other or unknown type,
2003,7,59,0,0,Oregon,Norovirus Genogroup I,,,Confirmed,Unknown,
1999,7,75,,,Texas,,,,,Camp,
2012,11,8,,0,Oregon,Sapovirus,,,Confirmed,School/college/university,
1999,7,2,,,Florida,Staphylococcus aureus,,,Suspected,Restaurant - other or unknown type,"fried rice, unspecified; chicken, bbq; ribs, beef"
